Index;date;Taux
I01401Y Index;06/03/2020;-0.692
I01402Y Index;06/03/2020;-0.74
I01410Y Index;06/03/2020;-0.345
I01403Y Index;06/03/2020;-0.73
I01415Y Index;06/03/2020;-0.091
I01420Y Index;06/03/2020;0.149
I01404Y Index;06/03/2020;-0.704
I01405Y Index;06/03/2020;-0.635
I01430Y Index;06/03/2020;0.384
I01406Y Index;06/03/2020;-0.58
I01403M Index;09/03/2020;-0.679
I01407Y Index;09/03/2020;-0.544
I01408Y Index;09/03/2020;-0.498
I01406M Index;09/03/2020;-0.704
I01409Y Index;09/03/2020;-0.436
I01401Y Index;09/03/2020;-0.734
I01402Y Index;09/03/2020;-0.78
I01410Y Index;09/03/2020;-0.367
I01403Y Index;09/03/2020;-0.766
I01415Y Index;09/03/2020;-0.147
I01420Y Index;09/03/2020;0.068
I01404Y Index;09/03/2020;-0.721
I01405Y Index;09/03/2020;-0.656
I01430Y Index;09/03/2020;0.285
I01406Y Index;09/03/2020;-0.6
I01403M Index;10/03/2020;-0.671
I01407Y Index;10/03/2020;-0.464
I01408Y Index;10/03/2020;-0.417
I01406M Index;10/03/2020;-0.714
I01409Y Index;10/03/2020;-0.352
I01401Y Index;10/03/2020;-0.731
I01402Y Index;10/03/2020;-0.758
I01410Y Index;10/03/2020;-0.284
I01403Y Index;10/03/2020;-0.732
I01415Y Index;10/03/2020;-0.074
I01420Y Index;10/03/2020;0.129
I01404Y Index;10/03/2020;-0.673
I01405Y Index;10/03/2020;-0.582
I01430Y Index;10/03/2020;0.34
I01406Y Index;10/03/2020;-0.523
I01403M Index;11/03/2020;-0.734
I01407Y Index;11/03/2020;-0.479
I01408Y Index;11/03/2020;-0.434
I01406M Index;11/03/2020;-0.76
I01409Y Index;11/03/2020;-0.368
I01401Y Index;11/03/2020;-0.766
I01402Y Index;11/03/2020;-0.805
I01410Y Index;11/03/2020;-0.299
I01403Y Index;11/03/2020;-0.763
I01415Y Index;11/03/2020;-0.085
I01420Y Index;11/03/2020;0.1
I01404Y Index;11/03/2020;-0.694
I01405Y Index;11/03/2020;-0.592
I01430Y Index;11/03/2020;0.292
I01406Y Index;11/03/2020;-0.532
I01403M Index;12/03/2020;-0.744
I01407Y Index;12/03/2020;-0.279
I01408Y Index;12/03/2020;-0.247
I01406M Index;12/03/2020;-0.767
I01409Y Index;12/03/2020;-0.193
I01401Y Index;12/03/2020;-0.733
I01402Y Index;12/03/2020;-0.715
I01410Y Index;12/03/2020;-0.09
I01403Y Index;12/03/2020;-0.65
I01415Y Index;12/03/2020;0.138
I01420Y Index;12/03/2020;0.323
I01404Y Index;12/03/2020;-0.538
I01405Y Index;12/03/2020;-0.435
I01430Y Index;12/03/2020;0.51
I01406Y Index;12/03/2020;-0.363
I01403M Index;13/03/2020;-0.721
I01407Y Index;13/03/2020;-0.173
I01408Y Index;13/03/2020;-0.124
I01406M Index;13/03/2020;-0.74
I01409Y Index;13/03/2020;-0.051
I01401Y Index;13/03/2020;-0.696
I01402Y Index;13/03/2020;-0.658
I01410Y Index;13/03/2020;0.027
I01403Y Index;13/03/2020;-0.557
I01415Y Index;13/03/2020;0.259
I01420Y Index;13/03/2020;0.455
I01404Y Index;13/03/2020;-0.458
I01405Y Index;13/03/2020;-0.306
I01430Y Index;13/03/2020;0.662
I01406Y Index;13/03/2020;-0.235
I01403M Index;16/03/2020;-0.691
I01407Y Index;16/03/2020;-0.047
I01408Y Index;16/03/2020;0.024
I01406M Index;16/03/2020;-0.728
I01409Y Index;16/03/2020;0.101
I01401Y Index;16/03/2020;-0.695
I01402Y Index;16/03/2020;-0.62
I01410Y Index;16/03/2020;0.178
I01403Y Index;16/03/2020;-0.501
I01415Y Index;16/03/2020;0.409
I01420Y Index;16/03/2020;0.596
I01404Y Index;16/03/2020;-0.384
I01405Y Index;16/03/2020;-0.214
I01430Y Index;16/03/2020;0.772
I01406Y Index;16/03/2020;-0.134
I01403M Index;17/03/2020;-0.699
I01407Y Index;17/03/2020;0.003
I01408Y Index;17/03/2020;0.08
I01406M Index;17/03/2020;-0.687
I01409Y Index;17/03/2020;0.165
I01401Y Index;17/03/2020;-0.671
I01402Y Index;17/03/2020;-0.554
I01410Y Index;17/03/2020;0.241
I01403Y Index;17/03/2020;-0.436
I01415Y Index;17/03/2020;0.456
I01420Y Index;17/03/2020;0.63
I01404Y Index;17/03/2020;-0.334
I01405Y Index;17/03/2020;-0.17
I01430Y Index;17/03/2020;0.794
I01406Y Index;17/03/2020;-0.081
I01403M Index;18/03/2020;-0.646
I01407Y Index;18/03/2020;0.12
I01408Y Index;18/03/2020;0.2
I01406M Index;18/03/2020;-0.665
I01409Y Index;18/03/2020;0.281
I01401Y Index;18/03/2020;-0.619
I01402Y Index;18/03/2020;-0.484
I01410Y Index;18/03/2020;0.358
I01403Y Index;18/03/2020;-0.374
I01415Y Index;18/03/2020;0.576
I01420Y Index;18/03/2020;0.747
I01404Y Index;18/03/2020;-0.231
I01405Y Index;18/03/2020;-0.065
I01430Y Index;18/03/2020;0.911
I01406Y Index;18/03/2020;0.029
I01403M Index;19/03/2020;-0.581
I01407Y Index;19/03/2020;0.044
I01408Y Index;19/03/2020;0.101
I01406M Index;19/03/2020;-0.619
I01409Y Index;19/03/2020;0.17
I01401Y Index;19/03/2020;-0.592
I01402Y Index;19/03/2020;-0.444
I01410Y Index;19/03/2020;0.243
I01403Y Index;19/03/2020;-0.341
I01415Y Index;19/03/2020;0.472
I01420Y Index;19/03/2020;0.643
I01404Y Index;19/03/2020;-0.236
I01405Y Index;19/03/2020;-0.093
I01430Y Index;19/03/2020;0.805
I01406Y Index;19/03/2020;-0.012
I01403M Index;20/03/2020;-0.574
I01407Y Index;20/03/2020;-0.064
I01408Y Index;20/03/2020;-0.008
I01406M Index;20/03/2020;-0.607
I01409Y Index;20/03/2020;0.056
I01401Y Index;20/03/2020;-0.549
I01402Y Index;20/03/2020;-0.491
I01410Y Index;20/03/2020;0.126
I01403Y Index;20/03/2020;-0.421
I01415Y Index;20/03/2020;0.359
I01420Y Index;20/03/2020;0.528
I01404Y Index;20/03/2020;-0.331
I01405Y Index;20/03/2020;-0.212
I01430Y Index;20/03/2020;0.692
I01406Y Index;20/03/2020;-0.132
I01403M Index;23/03/2020;-0.551
I01407Y Index;23/03/2020;-0.057
I01408Y Index;23/03/2020;-0.005
I01406M Index;23/03/2020;-0.561
I01409Y Index;23/03/2020;0.058
I01401Y Index;23/03/2020;-0.535
I01402Y Index;23/03/2020;-0.496
I01410Y Index;23/03/2020;0.129
I01403Y Index;23/03/2020;-0.423
I01415Y Index;23/03/2020;0.382
I01420Y Index;23/03/2020;0.568
I01404Y Index;23/03/2020;-0.326
I01405Y Index;23/03/2020;-0.215
I01430Y Index;23/03/2020;0.741
I01406Y Index;23/03/2020;-0.123
I01403M Index;24/03/2020;-0.516
I01407Y Index;24/03/2020;0.024
I01408Y Index;24/03/2020;0.072
I01406M Index;24/03/2020;-0.55
I01409Y Index;24/03/2020;0.128
I01401Y Index;24/03/2020;-0.516
I01402Y Index;24/03/2020;-0.453
I01410Y Index;24/03/2020;0.205
I01403Y Index;24/03/2020;-0.384
I01415Y Index;24/03/2020;0.489
I01420Y Index;24/03/2020;0.684
I01404Y Index;24/03/2020;-0.289
I01405Y Index;24/03/2020;-0.166
I01430Y Index;24/03/2020;0.863
I01406Y Index;24/03/2020;-0.059
I01403M Index;25/03/2020;-0.511
I01407Y Index;25/03/2020;0.036
I01408Y Index;25/03/2020;0.097
I01406M Index;25/03/2020;-0.549
I01409Y Index;25/03/2020;0.161
I01401Y Index;25/03/2020;-0.49
I01402Y Index;25/03/2020;-0.463
I01410Y Index;25/03/2020;0.241
I01403Y Index;25/03/2020;-0.401
I01415Y Index;25/03/2020;0.556
I01420Y Index;25/03/2020;0.762
I01404Y Index;25/03/2020;-0.284
I01405Y Index;25/03/2020;-0.153
I01430Y Index;25/03/2020;0.95
I01406Y Index;25/03/2020;-0.047
I01403M Index;26/03/2020;-0.511
I01407Y Index;26/03/2020;-0.159
I01408Y Index;26/03/2020;-0.1
I01406M Index;26/03/2020;-0.519
I01409Y Index;26/03/2020;-0.038
I01401Y Index;26/03/2020;-0.533
I01402Y Index;26/03/2020;-0.614
I01410Y Index;26/03/2020;0.045
I01403Y Index;26/03/2020;-0.547
I01415Y Index;26/03/2020;0.41
I01420Y Index;26/03/2020;0.631
I01404Y Index;26/03/2020;-0.458
I01405Y Index;26/03/2020;-0.346
I01430Y Index;26/03/2020;0.829
I01406Y Index;26/03/2020;-0.249
I01403M Index;27/03/2020;-0.535
I01407Y Index;27/03/2020;-0.236
I01408Y Index;27/03/2020;-0.18
I01406M Index;27/03/2020;-0.524
I01409Y Index;27/03/2020;-0.117
I01401Y Index;27/03/2020;-0.54
I01402Y Index;27/03/2020;-0.644
I01410Y Index;27/03/2020;-0.036
I01403Y Index;27/03/2020;-0.581
I01415Y Index;27/03/2020;0.286
I01420Y Index;27/03/2020;0.523
I01404Y Index;27/03/2020;-0.506
I01405Y Index;27/03/2020;-0.408
I01430Y Index;27/03/2020;0.735
I01406Y Index;27/03/2020;-0.311
I01403M Index;30/03/2020;-0.483
I01407Y Index;30/03/2020;-0.221
I01408Y Index;30/03/2020;-0.165
I01406M Index;30/03/2020;-0.491
I01409Y Index;30/03/2020;-0.107
I01401Y Index;30/03/2020;-0.516
I01402Y Index;30/03/2020;-0.615
I01410Y Index;30/03/2020;-0.037
I01403Y Index;30/03/2020;-0.553
I01415Y Index;30/03/2020;0.285
I01420Y Index;30/03/2020;0.553
I01404Y Index;30/03/2020;-0.484
I01405Y Index;30/03/2020;-0.389
I01430Y Index;30/03/2020;0.787
I01406Y Index;30/03/2020;-0.295
I01403M Index;31/03/2020;-0.504
I01407Y Index;31/03/2020;-0.188
I01408Y Index;31/03/2020;-0.133
I01406M Index;31/03/2020;-0.505
I01409Y Index;31/03/2020;-0.068
I01401Y Index;31/03/2020;-0.509
I01402Y Index;31/03/2020;-0.585
I01410Y Index;31/03/2020;0.011
I01403Y Index;31/03/2020;-0.523
I01415Y Index;31/03/2020;0.348
I01420Y Index;31/03/2020;0.607
I01404Y Index;31/03/2020;-0.444
I01405Y Index;31/03/2020;-0.348
I01430Y Index;31/03/2020;0.834
I01406Y Index;31/03/2020;-0.259
I01403M Index;01/04/2020;-0.544
I01407Y Index;01/04/2020;-0.168
I01408Y Index;01/04/2020;-0.111
I01406M Index;01/04/2020;-0.539
I01409Y Index;01/04/2020;-0.043
I01401Y Index;01/04/2020;-0.547
I01402Y Index;01/04/2020;-0.559
I01410Y Index;01/04/2020;0.035
I01403Y Index;01/04/2020;-0.49
I01415Y Index;01/04/2020;0.353
I01420Y Index;01/04/2020;0.604
I01404Y Index;01/04/2020;-0.417
I01405Y Index;01/04/2020;-0.329
I01430Y Index;01/04/2020;0.819
I01406Y Index;01/04/2020;-0.232
I01403M Index;02/04/2020;-0.532
I01407Y Index;02/04/2020;-0.126
I01408Y Index;02/04/2020;-0.067
I01406M Index;02/04/2020;-0.539
I01409Y Index;02/04/2020;-0.006
I01401Y Index;02/04/2020;-0.536
I01402Y Index;02/04/2020;-0.516
I01410Y Index;02/04/2020;0.073
I01403Y Index;02/04/2020;-0.463
I01415Y Index;02/04/2020;0.369
I01420Y Index;02/04/2020;0.603
I01404Y Index;02/04/2020;-0.384
I01405Y Index;02/04/2020;-0.286
I01430Y Index;02/04/2020;0.81
I01406Y Index;02/04/2020;-0.196
I01403M Index;03/04/2020;-0.529
I01407Y Index;03/04/2020;-0.11
I01408Y Index;03/04/2020;-0.046
I01406M Index;03/04/2020;-0.523
I01409Y Index;03/04/2020;0.019
I01401Y Index;03/04/2020;-0.502
I01402Y Index;03/04/2020;-0.5
I01410Y Index;03/04/2020;0.097
I01403Y Index;03/04/2020;-0.444
I01415Y Index;03/04/2020;0.397
I01420Y Index;03/04/2020;0.625
I01404Y Index;03/04/2020;-0.38
I01405Y Index;03/04/2020;-0.283
I01430Y Index;03/04/2020;0.827
I01406Y Index;03/04/2020;-0.186
I01403M Index;06/04/2020;-0.513
I01407Y Index;06/04/2020;-0.118
I01408Y Index;06/04/2020;-0.053
I01406M Index;06/04/2020;-0.499
I01409Y Index;06/04/2020;0.017
I01401Y Index;06/04/2020;-0.49
I01402Y Index;06/04/2020;-0.489
I01410Y Index;06/04/2020;0.095
I01403Y Index;06/04/2020;-0.445
I01415Y Index;06/04/2020;0.403
I01420Y Index;06/04/2020;0.632
I01404Y Index;06/04/2020;-0.374
I01405Y Index;06/04/2020;-0.288
I01430Y Index;06/04/2020;0.838
I01406Y Index;06/04/2020;-0.192
I01403M Index;07/04/2020;-0.531
I01407Y Index;07/04/2020;-0.022
I01408Y Index;07/04/2020;0.048
I01406M Index;07/04/2020;-0.497
I01409Y Index;07/04/2020;0.12
I01401Y Index;07/04/2020;-0.486
I01402Y Index;07/04/2020;-0.454
I01410Y Index;07/04/2020;0.203
I01403Y Index;07/04/2020;-0.398
I01415Y Index;07/04/2020;0.498
I01420Y Index;07/04/2020;0.693
I01404Y Index;07/04/2020;-0.314
I01405Y Index;07/04/2020;-0.195
I01430Y Index;07/04/2020;0.93
I01406Y Index;07/04/2020;-0.103
I01403M Index;08/04/2020;-0.562
I01407Y Index;08/04/2020;-0.021
I01408Y Index;08/04/2020;0.048
I01406M Index;08/04/2020;-0.521
I01409Y Index;08/04/2020;0.116
I01401Y Index;08/04/2020;-0.494
I01402Y Index;08/04/2020;-0.445
I01410Y Index;08/04/2020;0.196
I01403Y Index;08/04/2020;-0.391
I01415Y Index;08/04/2020;0.492
I01420Y Index;08/04/2020;0.682
I01404Y Index;08/04/2020;-0.308
I01405Y Index;08/04/2020;-0.204
I01430Y Index;08/04/2020;0.911
I01406Y Index;08/04/2020;-0.103
I01403M Index;09/04/2020;-0.58
I01407Y Index;09/04/2020;-0.081
I01408Y Index;09/04/2020;-0.016
I01406M Index;09/04/2020;-0.532
I01409Y Index;09/04/2020;0.053
I01401Y Index;09/04/2020;-0.478
I01402Y Index;09/04/2020;-0.515
I01410Y Index;09/04/2020;0.131
I01403Y Index;09/04/2020;-0.456
I01415Y Index;09/04/2020;0.425
I01420Y Index;09/04/2020;0.618
I01404Y Index;09/04/2020;-0.373
I01405Y Index;09/04/2020;-0.266
I01430Y Index;09/04/2020;0.845
I01406Y Index;09/04/2020;-0.159
I01403M Index;10/04/2020;-0.579
I01407Y Index;10/04/2020;-0.08
I01408Y Index;10/04/2020;-0.016
I01406M Index;10/04/2020;-0.532
I01409Y Index;10/04/2020;0.053
I01401Y Index;10/04/2020;-0.479
I01402Y Index;10/04/2020;-0.515
I01410Y Index;10/04/2020;0.131
I01403Y Index;10/04/2020;-0.456
I01415Y Index;10/04/2020;0.425
I01420Y Index;10/04/2020;0.618
I01404Y Index;10/04/2020;-0.372
I01405Y Index;10/04/2020;-0.265
I01430Y Index;10/04/2020;0.845
I01406Y Index;10/04/2020;-0.159
I01403M Index;13/04/2020;-0.576
I01407Y Index;13/04/2020;-0.08
I01408Y Index;13/04/2020;-0.015
I01406M Index;13/04/2020;-0.531
I01409Y Index;13/04/2020;0.054
I01401Y Index;13/04/2020;-0.479
I01402Y Index;13/04/2020;-0.514
I01410Y Index;13/04/2020;0.133
I01403Y Index;13/04/2020;-0.455
I01415Y Index;13/04/2020;0.426
I01420Y Index;13/04/2020;0.619
I01404Y Index;13/04/2020;-0.37
I01405Y Index;13/04/2020;-0.263
I01430Y Index;13/04/2020;0.846
I01406Y Index;13/04/2020;-0.157
I01403M Index;14/04/2020;-0.484
I01407Y Index;14/04/2020;-0.085
I01408Y Index;14/04/2020;-0.018
I01406M Index;14/04/2020;-0.484
I01409Y Index;14/04/2020;0.051
I01401Y Index;14/04/2020;-0.438
I01402Y Index;14/04/2020;-0.518
I01410Y Index;14/04/2020;0.13
I01403Y Index;14/04/2020;-0.454
I01415Y Index;14/04/2020;0.426
I01420Y Index;14/04/2020;0.619
I01404Y Index;14/04/2020;-0.357
I01405Y Index;14/04/2020;-0.262
I01430Y Index;14/04/2020;0.842
I01406Y Index;14/04/2020;-0.161
I01403M Index;15/04/2020;-0.488
I01407Y Index;15/04/2020;-0.122
I01408Y Index;15/04/2020;-0.058
I01406M Index;15/04/2020;-0.463
I01409Y Index;15/04/2020;0.01
I01401Y Index;15/04/2020;-0.447
I01402Y Index;15/04/2020;-0.484
I01410Y Index;15/04/2020;0.085
I01403Y Index;15/04/2020;-0.434
I01415Y Index;15/04/2020;0.366
I01420Y Index;15/04/2020;0.553
I01404Y Index;15/04/2020;-0.365
I01405Y Index;15/04/2020;-0.288
I01430Y Index;15/04/2020;0.776
I01406Y Index;15/04/2020;-0.19
I01403M Index;16/04/2020;-0.486
I01407Y Index;16/04/2020;-0.127
I01408Y Index;16/04/2020;-0.072
I01406M Index;16/04/2020;-0.459
I01409Y Index;16/04/2020;-0.008
I01401Y Index;16/04/2020;-0.442
I01402Y Index;16/04/2020;-0.479
I01410Y Index;16/04/2020;0.064
I01403Y Index;16/04/2020;-0.436
I01415Y Index;16/04/2020;0.346
I01420Y Index;16/04/2020;0.535
I01404Y Index;16/04/2020;-0.364
I01405Y Index;16/04/2020;-0.279
I01430Y Index;16/04/2020;0.758
I01406Y Index;16/04/2020;-0.19
I01403M Index;17/04/2020;-0.479
I01407Y Index;17/04/2020;-0.146
I01408Y Index;17/04/2020;-0.091
I01406M Index;17/04/2020;-0.451
I01409Y Index;17/04/2020;-0.03
I01401Y Index;17/04/2020;-0.435
I01402Y Index;17/04/2020;-0.496
I01410Y Index;17/04/2020;0.046
I01403Y Index;17/04/2020;-0.451
I01415Y Index;17/04/2020;0.345
I01420Y Index;17/04/2020;0.538
I01404Y Index;17/04/2020;-0.389
I01405Y Index;17/04/2020;-0.303
I01430Y Index;17/04/2020;0.758
I01406Y Index;17/04/2020;-0.21
I01403M Index;20/04/2020;-0.466
I01407Y Index;20/04/2020;-0.102
I01408Y Index;20/04/2020;-0.044
I01406M Index;20/04/2020;-0.454
I01409Y Index;20/04/2020;0.024
I01401Y Index;20/04/2020;-0.416
I01402Y Index;20/04/2020;-0.453
I01410Y Index;20/04/2020;0.103
I01403Y Index;20/04/2020;-0.407
I01415Y Index;20/04/2020;0.394
I01420Y Index;20/04/2020;0.589
I01404Y Index;20/04/2020;-0.347
I01405Y Index;20/04/2020;-0.259
I01430Y Index;20/04/2020;0.808
I01406Y Index;20/04/2020;-0.166
I01403M Index;21/04/2020;-0.454
I01407Y Index;21/04/2020;-0.102
I01408Y Index;21/04/2020;-0.041
I01406M Index;21/04/2020;-0.458
I01409Y Index;21/04/2020;0.027
I01401Y Index;21/04/2020;-0.441
I01402Y Index;21/04/2020;-0.462
I01410Y Index;21/04/2020;0.104
I01403Y Index;21/04/2020;-0.418
I01415Y Index;21/04/2020;0.394
I01420Y Index;21/04/2020;0.588
I01404Y Index;21/04/2020;-0.351
I01405Y Index;21/04/2020;-0.258
I01430Y Index;21/04/2020;0.805
I01406Y Index;21/04/2020;-0.167
I01403M Index;22/04/2020;-0.459
I01407Y Index;22/04/2020;-0.05
I01408Y Index;22/04/2020;0.013
I01406M Index;22/04/2020;-0.454
I01409Y Index;22/04/2020;0.084
I01401Y Index;22/04/2020;-0.432
I01402Y Index;22/04/2020;-0.43
I01410Y Index;22/04/2020;0.161
I01403Y Index;22/04/2020;-0.379
I01415Y Index;22/04/2020;0.448
I01420Y Index;22/04/2020;0.639
I01404Y Index;22/04/2020;-0.31
I01405Y Index;22/04/2020;-0.215
I01430Y Index;22/04/2020;0.853
I01406Y Index;22/04/2020;-0.118
I01403M Index;23/04/2020;-0.463
I01407Y Index;23/04/2020;-0.108
I01408Y Index;23/04/2020;-0.045
I01406M Index;23/04/2020;-0.454
I01409Y Index;23/04/2020;0.028
I01401Y Index;23/04/2020;-0.441
I01402Y Index;23/04/2020;-0.495
I01410Y Index;23/04/2020;0.106
I01403Y Index;23/04/2020;-0.445
I01415Y Index;23/04/2020;0.388
I01420Y Index;23/04/2020;0.576
I01404Y Index;23/04/2020;-0.371
I01405Y Index;23/04/2020;-0.273
I01430Y Index;23/04/2020;0.786
I01406Y Index;23/04/2020;-0.178
I01403M Index;24/04/2020;-0.476
I01407Y Index;24/04/2020;-0.168
I01408Y Index;24/04/2020;-0.1
I01406M Index;24/04/2020;-0.466
I01409Y Index;24/04/2020;-0.025
I01401Y Index;24/04/2020;-0.465
I01402Y Index;24/04/2020;-0.544
I01410Y Index;24/04/2020;0.054
I01403Y Index;24/04/2020;-0.498
I01415Y Index;24/04/2020;0.336
I01420Y Index;24/04/2020;0.519
I01404Y Index;24/04/2020;-0.426
I01405Y Index;24/04/2020;-0.33
I01430Y Index;24/04/2020;0.724
I01406Y Index;24/04/2020;-0.24
I01403M Index;27/04/2020;-0.48
I01407Y Index;27/04/2020;-0.166
I01408Y Index;27/04/2020;-0.103
I01406M Index;27/04/2020;-0.461
I01409Y Index;27/04/2020;-0.03
I01401Y Index;27/04/2020;-0.463
I01402Y Index;27/04/2020;-0.511
I01410Y Index;27/04/2020;0.049
I01403Y Index;27/04/2020;-0.469
I01415Y Index;27/04/2020;0.334
I01420Y Index;27/04/2020;0.516
I01404Y Index;27/04/2020;-0.406
I01405Y Index;27/04/2020;-0.312
I01430Y Index;27/04/2020;0.721
I01406Y Index;27/04/2020;-0.228
I01403M Index;28/04/2020;-0.494
I01407Y Index;28/04/2020;-0.188
I01408Y Index;28/04/2020;-0.121
I01406M Index;28/04/2020;-0.471
I01409Y Index;28/04/2020;-0.046
I01401Y Index;28/04/2020;-0.452
I01402Y Index;28/04/2020;-0.531
I01410Y Index;28/04/2020;0.034
I01403Y Index;28/04/2020;-0.492
I01415Y Index;28/04/2020;0.333
I01420Y Index;28/04/2020;0.515
I01404Y Index;28/04/2020;-0.431
I01405Y Index;28/04/2020;-0.342
I01430Y Index;28/04/2020;0.724
I01406Y Index;28/04/2020;-0.255
I01403M Index;29/04/2020;-0.518
I01407Y Index;29/04/2020;-0.224
I01408Y Index;29/04/2020;-0.161
I01406M Index;29/04/2020;-0.497
I01409Y Index;29/04/2020;-0.087
I01401Y Index;29/04/2020;-0.487
I01402Y Index;29/04/2020;-0.579
I01410Y Index;29/04/2020;-0.005
I01403Y Index;29/04/2020;-0.537
I01415Y Index;29/04/2020;0.297
I01420Y Index;29/04/2020;0.481
I01404Y Index;29/04/2020;-0.471
I01405Y Index;29/04/2020;-0.384
I01430Y Index;29/04/2020;0.689
I01406Y Index;29/04/2020;-0.29
I01403M Index;30/04/2020;-0.521
I01407Y Index;30/04/2020;-0.306
I01408Y Index;30/04/2020;-0.238
I01406M Index;30/04/2020;-0.505
I01409Y Index;30/04/2020;-0.159
I01401Y Index;30/04/2020;-0.498
I01402Y Index;30/04/2020;-0.627
I01410Y Index;30/04/2020;-0.073
I01403Y Index;30/04/2020;-0.606
I01415Y Index;30/04/2020;0.236
I01420Y Index;30/04/2020;0.423
I01404Y Index;30/04/2020;-0.55
I01405Y Index;30/04/2020;-0.471
I01430Y Index;30/04/2020;0.636
I01406Y Index;30/04/2020;-0.377
I01403M Index;01/05/2020;-0.517
I01407Y Index;01/05/2020;-0.305
I01408Y Index;01/05/2020;-0.238
I01406M Index;01/05/2020;-0.505
I01409Y Index;01/05/2020;-0.158
I01401Y Index;01/05/2020;-0.5
I01402Y Index;01/05/2020;-0.627
I01410Y Index;01/05/2020;-0.072
I01403Y Index;01/05/2020;-0.606
I01415Y Index;01/05/2020;0.236
I01420Y Index;01/05/2020;0.424
I01404Y Index;01/05/2020;-0.549
I01405Y Index;01/05/2020;-0.471
I01430Y Index;01/05/2020;0.636
I01406Y Index;01/05/2020;-0.376
I01403M Index;04/05/2020;-0.524
I01407Y Index;04/05/2020;-0.264
I01408Y Index;04/05/2020;-0.188
I01406M Index;04/05/2020;-0.502
I01409Y Index;04/05/2020;-0.107
I01401Y Index;04/05/2020;-0.487
I01402Y Index;04/05/2020;-0.59
I01410Y Index;04/05/2020;-0.021
I01403Y Index;04/05/2020;-0.568
I01415Y Index;04/05/2020;0.296
I01420Y Index;04/05/2020;0.493
I01404Y Index;04/05/2020;-0.515
I01405Y Index;04/05/2020;-0.437
I01430Y Index;04/05/2020;0.721
I01406Y Index;04/05/2020;-0.344
I01403M Index;05/05/2020;-0.566
I01407Y Index;05/05/2020;-0.275
I01408Y Index;05/05/2020;-0.199
I01406M Index;05/05/2020;-0.512
I01409Y Index;05/05/2020;-0.115
I01401Y Index;05/05/2020;-0.5
I01402Y Index;05/05/2020;-0.607
I01410Y Index;05/05/2020;-0.026
I01403Y Index;05/05/2020;-0.598
I01415Y Index;05/05/2020;0.295
I01420Y Index;05/05/2020;0.494
I01404Y Index;05/05/2020;-0.539
I01405Y Index;05/05/2020;-0.455
I01430Y Index;05/05/2020;0.725
I01406Y Index;05/05/2020;-0.356
I01403M Index;06/05/2020;-0.527
I01407Y Index;06/05/2020;-0.202
I01408Y Index;06/05/2020;-0.123
I01406M Index;06/05/2020;-0.505
I01409Y Index;06/05/2020;-0.04
I01401Y Index;06/05/2020;-0.487
I01402Y Index;06/05/2020;-0.54
I01410Y Index;06/05/2020;0.049
I01403Y Index;06/05/2020;-0.521
I01415Y Index;06/05/2020;0.369
I01420Y Index;06/05/2020;0.572
I01404Y Index;06/05/2020;-0.462
I01405Y Index;06/05/2020;-0.378
I01430Y Index;06/05/2020;0.806
I01406Y Index;06/05/2020;-0.286
I01403M Index;07/05/2020;-0.535
I01407Y Index;07/05/2020;-0.233
I01408Y Index;07/05/2020;-0.159
I01406M Index;07/05/2020;-0.503
I01409Y Index;07/05/2020;-0.077
I01401Y Index;07/05/2020;-0.499
I01402Y Index;07/05/2020;-0.57
I01410Y Index;07/05/2020;0.013
I01403Y Index;07/05/2020;-0.553
I01415Y Index;07/05/2020;0.336
I01420Y Index;07/05/2020;0.54
I01404Y Index;07/05/2020;-0.492
I01405Y Index;07/05/2020;-0.405
I01430Y Index;07/05/2020;0.777
